Model,Class_ID,Class_Name,Precision,Recall,mAP50,mAP50-95
RTDETR_L_150epochs,16,barley,0.9645178037890052,0.8857142857142857,0.8897685962310823,0.6521233466625872
YOLO26s_150epochs,16,barley,0.9696742504202205,0.8142857142857143,0.8433464765629929,0.6192384089635212
RTDETR_L_150epochs,17,beef,0.9927368911027707,0.9558298125103759,0.9646402877697842,0.7216465336728458
YOLO26s_150epochs,17,beef,0.9961145793817722,0.916083916083916,0.9344160583941608,0.7178392355708809
RTDETR_L_150epochs,18,beet,0.9950200010330923,0.9527027027027027,0.9648620689655172,0.7180502109974405
YOLO26s_150epochs,18,beet,0.9439499905233716,0.910345023283432,0.9219859164859165,0.681126434776759
RTDETR_L_150epochs,19,bergamot,0.9837789915911803,0.9103448275862069,0.9238074291620595,0.6250332328168421
YOLO26s_150epochs,19,bergamot,0.9279063329662814,0.8876546751442829,0.9084359077192281,0.5772268840225815
RTDETR_L_150epochs,20,bison,0.959157102643105,0.934640522875817,0.932228132258877,0.7108306981192241
YOLO26s_150epochs,20,bison,0.9478005830504572,0.9019607843137255,0.9398871852301482,0.7105371289158612
RTDETR_L_150epochs,21,black_bean,0.9924714539244239,0.9552814862114957,0.9646262879420774,0.7398710829558144
YOLO26s_150epochs,21,black_bean,0.9498446798586293,0.8768115942028986,0.8741031746031747,0.6982575867286803
RTDETR_L_150epochs,22,black_cherry,0.9753758283776665,0.8846153846153846,0.8945774225774226,0.6646219714101053
YOLO26s_150epochs,22,black_cherry,0.9380603767570824,0.8589743589743589,0.8911632789405823,0.642525283965599
RTDETR_L_150epochs,23,black_sapote,0.9938300519469756,0.8904109589041096,0.895,0.6847540089008989
YOLO26s_150epochs,23,black_sapote,0.969610076269996,0.8741394501040585,0.8922738889554169,0.6630900967602427
RTDETR_L_150epochs,24,blackberry,0.9979254929556048,0.9407894736842105,0.9450000000000001,0.6515688440277628
YOLO26s_150epochs,24,blackberry,0.9721772523226648,0.9144736842105263,0.9239688782105993,0.6699152247064069
RTDETR_L_150epochs,25,blueberry,1.0,0.890879265365024,0.914573348918761,0.7098581148335628
YOLO26s_150epochs,25,blueberry,0.9909361813639653,0.8677045591588622,0.8842122892122892,0.6651637248982305
RTDETR_L_150epochs,26,bok_choy,0.9660189607658666,0.9064748201438849,0.90347848883143,0.703312087678513
YOLO26s_150epochs,26,bok_choy,0.976693308790246,0.9064748201438849,0.9236013812544046,0.6943659058006265
RTDETR_L_150epochs,27,boysenberry,0.9600477503993102,0.8834589246899065,0.8833116155247303,0.6136378542420106
YOLO26s_150epochs,27,boysenberry,0.9410272402470883,0.8213282642327873,0.8592849459927817,0.5859924112448702
RTDETR_L_150epochs,28,bread,0.9927930504892918,0.9435362635999568,0.9546483372742366,0.7676553540049555
YOLO26s_150epochs,28,bread,0.9749849279373382,0.9178082191780822,0.9429914222036286,0.8155384730410458
RTDETR_L_150epochs,29,breadfruit,0.9934739823619673,0.8985507246376812,0.9049206349206349,0.6461304652868542
YOLO26s_150epochs,29,breadfruit,0.953793319333124,0.927536231884058,0.9323519580049825,0.6430051155373148
RTDETR_L_150epochs,30,broccoli,0.9087327989932333,0.8183833106112965,0.8046765141547492,0.5401964488106079
YOLO26s_150epochs,30,broccoli,0.8433335111918998,0.8111467966774913,0.8249411451780064,0.579833528901957
RTDETR_L_150epochs,31,broccoli_stem,0.8940676024073666,0.8249730721370405,0.8327435960996543,0.60297255672305
YOLO26s_150epochs,31,broccoli_stem,0.8169692504523349,0.8045112781954887,0.8351424353045813,0.5953804913732957
RTDETR_L_150epochs,32,brussels_sprout,0.9946827559457072,0.9583333333333334,0.9747187812187812,0.7428965144583283
YOLO26s_150epochs,32,brussels_sprout,0.9806644874762911,0.9166666666666666,0.9326797004852007,0.7450695743760097
RTDETR_L_150epochs,33,buckwheat,0.9845439294576627,0.8726085513869936,0.893094028086107,0.6438081374193623
YOLO26s_150epochs,33,buckwheat,0.9196521510508461,0.8623654286297417,0.883504006043203,0.6484212285745456
RTDETR_L_150epochs,34,buffalo,0.9844949811075344,0.8880459022643672,0.8845348837209303,0.6857811358045153
YOLO26s_150epochs,34,buffalo,0.94271991989704,0.8811188811188811,0.8847674691733567,0.6787115406780826
RTDETR_L_150epochs,35,bulgur,0.9821348244388604,0.921875,0.9247478991596639,0.7101634509630848
YOLO26s_150epochs,35,bulgur,0.9744397847144819,0.8515625,0.8923259928838574,0.6794386173387802
RTDETR_L_150epochs,36,butter,0.9902387521149942,0.958904109589041,0.9550000000000001,0.7837172162931462
YOLO26s_150epochs,36,butter,0.9685640672019381,0.9178082191780822,0.9532454076890395,0.804016576007992
RTDETR_L_150epochs,37,cabbage,0.9781537179579788,0.8895677521270344,0.8944841012329656,0.6531360169244987
YOLO26s_150epochs,37,cabbage,0.9485781053699684,0.8211920529801324,0.8685594622838856,0.6569937902339766
RTDETR_L_150epochs,38,cannellini_bean,0.9816591353430844,0.8627450980392157,0.8646251566594508,0.6780606760834489
YOLO26s_150epochs,38,cannellini_bean,0.9479336971321031,0.8329790673386963,0.8687885409895733,0.6857434184118566
RTDETR_L_150epochs,39,canola_oil,0.9945203369175076,0.9552238805970149,0.9649230769230769,0.8035193321813795
YOLO26s_150epochs,39,canola_oil,0.9709628180613001,0.9328358208955224,0.9436862826357233,0.7918493470502196
RTDETR_L_150epochs,40,caper,0.9856750910703377,0.9556849730165675,0.9550000000000001,0.7747177083274102
YOLO26s_150epochs,40,caper,0.9646900080607249,0.9375,0.9347058823529413,0.7841821134642
RTDETR_L_150epochs,41,cardamom,0.984537109215179,0.9295157720385108,0.9445419847328245,0.7061266513139502
YOLO26s_150epochs,41,cardamom,0.9765837380286236,0.8686131386861314,0.9113534883328642,0.6990408974745281
RTDETR_L_150epochs,42,caribou,0.9922333026536021,0.846068168319726,0.8707085860399267,0.6073501639965937
YOLO26s_150epochs,42,caribou,0.9280718592386961,0.7814569536423841,0.7787945332473492,0.5496107406270097
RTDETR_L_150epochs,43,carrot,0.9769236284348748,0.904,0.9137166011085001,0.6772687687330293
YOLO26s_150epochs,43,carrot,0.9375429108217155,0.8406206621252931,0.869359527860565,0.6144026694323984
RTDETR_L_150epochs,44,cauliflower,0.992559665591207,0.9328975562582922,0.9347777777777778,0.7195475290730904
YOLO26s_150epochs,44,cauliflower,0.972363236053511,0.8741258741258742,0.921007624130305,0.648017366063663
RTDETR_L_150epochs,45,celeriac,0.9437344674541792,0.7345940752619236,0.7381339107864189,0.5515867280985812
YOLO26s_150epochs,45,celeriac,0.8551429441199422,0.7756348880207237,0.8452683867121755,0.5779819996312486
RTDETR_L_150epochs,46,celery,0.8273911681380258,0.832202108533883,0.8236605399166117,0.5986263553174741
YOLO26s_150epochs,46,celery,0.797632434960735,0.8333333333333334,0.8436017500127266,0.6151841630497897
RTDETR_L_150epochs,47,chard_stalk,0.9658634822056484,0.855072463768116,0.8645967741935484,0.6146577635684449
YOLO26s_150epochs,47,chard_stalk,0.9278119425087589,0.782608695652174,0.8174342638581253,0.5616163178745054
RTDETR_L_150epochs,48,cheese,0.9912376910703299,0.9852941176470589,0.985,0.7177213123443287
YOLO26s_150epochs,48,cheese,0.9601223451714466,0.9779411764705882,0.9840579133007167,0.7129304303709124
RTDETR_L_150epochs,49,cherimoya,0.9823966210073737,0.9130434782608695,0.9238243488794671,0.6820638323694416
YOLO26s_150epochs,49,cherimoya,0.9642533993802156,0.8768115942028986,0.876744559313786,0.6045405198465226
RTDETR_L_150epochs,50,cherry,0.9719436982217181,0.8705035971223022,0.8731816269284713,0.6336621345092078
YOLO26s_150epochs,50,cherry,0.9662999366596612,0.8251505585880606,0.8511704832812999,0.6307496561715027
RTDETR_L_150epochs,51,chia,0.9855864574115897,0.8805970149253731,0.8847478991596639,0.6626361828705668
YOLO26s_150epochs,51,chia,0.98830271594906,0.8507462686567164,0.8548260869565217,0.6251983804690007
RTDETR_L_150epochs,52,chicken,0.948197800511717,0.8920863309352518,0.8930804239854634,0.6557965095582526
YOLO26s_150epochs,52,chicken,0.9561106999550761,0.8345323741007195,0.8705591106365249,0.640468875895538
RTDETR_L_150epochs,53,chicken_breast,0.9985015004630026,0.944,0.9450000000000001,0.7570197571112537
YOLO26s_150epochs,53,chicken_breast,0.9423629620407654,0.944,0.9534257789269555,0.8129990211171176
RTDETR_L_150epochs,54,chicken_thigh,0.9972240407090406,0.9481481481481482,0.9450000000000001,0.7629390660674226
YOLO26s_150epochs,54,chicken_thigh,0.9691240003621654,0.9300175668028053,0.9630323872977962,0.7866529498628512
RTDETR_L_150epochs,55,chickpea,0.9708312081642453,0.9118746944404467,0.9242037483390502,0.713832890627826
YOLO26s_150epochs,55,chickpea,0.9762350604616451,0.8440946061809249,0.8636107861794438,0.655406245025615
RTDETR_L_150epochs,56,chili_pepper,1.0,0.9713224369789656,0.975,0.7922103958961676
YOLO26s_150epochs,56,chili_pepper,0.9650616542096757,0.9590966437300582,0.9643670634920635,0.8017489728041755
RTDETR_L_150epochs,57,chili_sauce,0.9897170752286479,0.9523809523809523,0.9550000000000001,0.7316261755154073
YOLO26s_150epochs,57,chili_sauce,0.9860194441100436,0.9387755102040817,0.9544413859961187,0.7380671927227874
RTDETR_L_150epochs,58,chive,0.9718543031218413,0.8560606060606061,0.8736785459729152,0.6694936179205393
YOLO26s_150epochs,58,chive,0.9571506242727077,0.8461337464078614,0.8724406516680201,0.63068627867077
