epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,2662.72,0.82231,0.92101,1.08758,0.87294,0.81404,0.90051,0.73338,0.77666,0.66634,1.0943,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,2758.66,0.81902,0.91404,1.09312,0.85969,0.82476,0.90383,0.73944,0.76065,0.65973,1.08779,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,2858.71,0.81231,0.90358,1.0868,0.88794,0.80852,0.90294,0.73803,0.75937,0.65211,1.08856,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,2950.86,0.80871,0.90472,1.07917,0.88176,0.84017,0.91259,0.74859,0.75446,0.63533,1.08682,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,3040.18,0.80452,0.89089,1.07974,0.88151,0.84735,0.91422,0.7505,0.75117,0.6299,1.07894,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,3117.69,0.79855,0.88173,1.0741,0.87371,0.83694,0.90896,0.75213,0.73133,0.6315,1.06768,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,3194.99,0.79251,0.87441,1.07502,0.88705,0.84216,0.91157,0.75104,0.73768,0.62209,1.07291,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,3272.23,0.78716,0.87676,1.07186,0.87453,0.85649,0.915,0.75597,0.73232,0.61624,1.06786,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,3349.13,0.78293,0.85925,1.06843,0.88576,0.8416,0.91332,0.7539,0.7249,0.62212,1.06696,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,3425.94,0.78013,0.85923,1.06823,0.88505,0.83567,0.91319,0.76067,0.71704,0.61031,1.05917,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,3503.73,0.77168,0.85056,1.06303,0.87768,0.84826,0.91428,0.76581,0.71458,0.60863,1.06194,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,3580.86,0.77154,0.85218,1.06524,0.88741,0.84288,0.91771,0.76296,0.71191,0.60165,1.06147,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,3658.19,0.76337,0.84598,1.06178,0.91516,0.8253,0.9173,0.76879,0.70101,0.59442,1.05228,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,3734.98,0.75877,0.83529,1.05969,0.88669,0.8556,0.92065,0.77383,0.69833,0.59246,1.05204,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,3812.63,0.75497,0.82598,1.05404,0.88296,0.86677,0.918,0.77107,0.69517,0.58853,1.04984,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,3890.35,0.74961,0.82521,1.05466,0.89091,0.85992,0.92268,0.77791,0.68638,0.57811,1.04663,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,3968.43,0.74462,0.8117,1.0512,0.89941,0.85174,0.92275,0.77811,0.68129,0.57256,1.03931,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,4045.79,0.74662,0.82583,1.05356,0.90419,0.85212,0.92344,0.77799,0.68454,0.56954,1.04562,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,4123.06,0.73052,0.79971,1.04471,0.87961,0.87042,0.92216,0.77708,0.67986,0.56414,1.04183,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,4200.78,0.73195,0.80237,1.04698,0.89786,0.8529,0.92034,0.77934,0.67703,0.56695,1.04029,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,4278.67,0.72333,0.79381,1.03962,0.88349,0.86632,0.92196,0.78608,0.66341,0.56167,1.03177,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,4356.23,0.72269,0.79513,1.04233,0.90051,0.86496,0.92604,0.78649,0.66212,0.55097,1.03186,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,4433.66,0.72005,0.78619,1.03753,0.89962,0.86351,0.9252,0.78646,0.65816,0.55211,1.02913,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,4510.61,0.71705,0.7829,1.03911,0.91217,0.85362,0.92423,0.78546,0.6589,0.54285,1.03091,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,4603.51,0.70656,0.77016,1.03571,0.91085,0.86389,0.92931,0.79274,0.64699,0.53776,1.02304,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,4694.26,0.70692,0.76583,1.03432,0.89828,0.86357,0.92777,0.78958,0.65023,0.54128,1.02481,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,4793.85,0.69951,0.7659,1.02974,0.92053,0.85292,0.92859,0.79255,0.64615,0.53212,1.02191,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,4887.04,0.69634,0.75824,1.03057,0.89409,0.87527,0.92748,0.79152,0.64265,0.53581,1.02006,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,4984.18,0.69455,0.75001,1.02539,0.91738,0.8592,0.93094,0.79833,0.63536,0.52152,1.01565,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,5081.4,0.6891,0.75012,1.02596,0.91023,0.86604,0.93137,0.80075,0.63144,0.51954,1.01717,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,5164.92,0.68512,0.74723,1.02651,0.90562,0.87326,0.93058,0.79936,0.63306,0.52296,1.0197,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,5247.47,0.68224,0.7465,1.02115,0.92238,0.8565,0.93077,0.79858,0.62807,0.52104,1.01519,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,5332.09,0.679,0.73886,1.01871,0.90166,0.87951,0.93185,0.79951,0.63159,0.51684,1.01919,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,5416.11,0.67277,0.7326,1.02098,0.91753,0.86376,0.93152,0.80068,0.62581,0.51648,1.01594,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,5498.26,0.67202,0.73328,1.01657,0.89642,0.88395,0.9307,0.80429,0.61906,0.51625,1.01263,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,5590.37,0.66507,0.72477,1.0136,0.89883,0.87828,0.93143,0.80597,0.61754,0.51336,1.01131,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
